Accepted_name,status,Native_L1,Native_L2,Native_L3,Native_L4,Established_L1,Established_L2,Established_L3,Established_L4,Invasive_L1,Invasive_L2,Invasive_L3,Invasive_L4
Tripleurospermum tetragonospermum,established,3,"38,31,36,30","JAP,KAM,KUR,CHM,PRM,SAK,YAK","",3,38,4,000-04,"","","",""
Tripsacum andersonii,established,"8,7","84,83,80,82,79","BZE,BZL,BZC,CLM,COS,ELS,FRG,GUA,GUY,HON,MXG,MXT,NIC,PAN,SUR,VEN","","8,2,4","82,81,29,42,25,83","FRG,WIN,MDG,PHI,TAN,PER","FRG-OO,WIN-SL,MDG-OO,PHI-OO,TAN-OO,PER-OO","","","",""
Tripsacum dactyloides,invasive,"7,8","78,81,80,83,75,82,74,79,77,,85","ALA,ARK,BAH,BLZ,CLM,CNT,COS,CUB,DEL,WDC,DOM,ECU,FLA,FRG,GEO,GUA,GUY,HAI,HON,ILL,INI,IOW,KAN,KTY,LOU,MRY,MAS,MXC,MXE,MXN,MXT,MXS,MIC,MSI,MSO,NEB,NWJ,NWY,NIC,NCA,OHI,OKL,PAN,PEN,RHO,SCA,SUR,TEN,TEX,TRT,VEN,VRG,WVA,,PAR",",HAI-HA","5,8,4,3,7","50,84,81,42,80,38,78,75","QLD,BZE,CUB,MLY,NIC,TAI,DEL,MIC,OHI","QLD-QU,BZE-PE,CUB-OO,MLY-PM,NIC-OO,TAI-OO,DEL-OO,MIC-OO,OHI-OO",8,81,CUB,""
Tripsacum lanceolatum,established,"7,8","76,81,80,79,77","ARI,DOM,HAI,HON,MXC,MXE,MXN,MXS,NWM",",HAI-HA",8,84,BZL,BZL-SP,"","","",""
Tripsacum latifolium,invasive,"8,7","80,79","BLZ,COS,GUA,HON,MXC,MXT,MXS,NIC,ELS,,PAN","","8,6","81,62","LEE,CUB,MRN","LEE-AB,CUB-OO,MRN-GU","8,6","81,62","CUB,MRN",",MRN-GU"
Tripsacum laxum,established,"8,7","80,79","GUA,HON,MXC,MXG,MXT,MXS","","8,6,4","83,60,62,42","CLM,FIJ,MRN,MLY","CLM-OO,FIJ-OO,MRN-GU,MLY-PM","","","",""
Triraphis andropogonoides,established,2,27,"BOT,CPP,OFS,NAT,LES,TVL","",8,84,BZL,BZL-RJ,"","","",""
Triraphis mollis,established,5,50,"NSW,NTA,QLD,SOA,VIC,WAU",",NSW-NS,QLD-QU,WAU-WA",7,"75,77","MAS,TEX","MAS-OO,TEX-OO","","","",""
Trischidium alternum,established,8,"83,84,82","BOL,BZN,BZE,CLM,GUY,PER","",8,83,BOL,BOL-OO,"","","",""
Trisetum flavescens,established,"1,2,3","13,20,11,21,14,12,10,34,33,32","ALB,ALG,AUT,AZO,BLR,BGM,BUL,RUC,COR,CZE,RUE,FRA,GER,GRB,GRC,HUN,IRN,IRQ,IRE,ITA,KRI,LBS,MOR,NET,NCS,RUW,POL,POR,ROM,SAR,SIC,SPA,SWE,SWI,TCS,TUN,TUR,TUE,TKM,UKR,YUG",",AUT-AU,BGM-BE,FRA-FR,IRE-IR,ITA-IT,MOR-MO,SIC-SI,SPA-SP,UKR-UK","8,5,7,1,6","85,50,71,72,10,14,76,73,63,74,75,78,51,11","AGS,NSW,ABT,BRC,NSC,ONT,QUE,DEN,GRB,BLT,NOR,RUW,RUC,SWE,CAL,COL,HAW,IDA,KAN,MAS,MIC,MSO,MSI,MNT,NWJ,NWY,OKL,VER,WAS,NZN,GER","AGS-NE,NSW-NS,ABT-OO,BRC-OO,NSC-OO,ONT-OO,QUE-OO,DEN-OO,GRB-OO,BLT-LA,NOR-OO,RUW-OO,RUC-OO,SWE-OO,CAL-OO,COL-OO,HAW-HI,IDA-OO,KAN-OO,MAS-OO,MIC-OO,MSO-OO,MSI-OO,MNT-OO,NWJ-OO,NWY-OO,OKL-OO,VER-OO,WAS-OO,NZN-OO,GER-OO","","","",""
Trisetum spicatum,invasive,"","","","",9,90,KEG,KEG-OO,8,85,"",""
Tristellateia australasiae,established,"4,6,2,3,5","43,42,41,62,29,38,60,50","BIS,BOR,CBD,CRL,COM,JAW,LSI,MLY,MOL,MRN,MYA,NNS,NWC,NWG,PHI,QLD,SUL,SUM,TAI,THA,VIE",",COM-CO,LSI-LS,QLD-QU","2,6","23,61","ZAI,TUA","ZAI-OO,TUA-OO","","","",""
Tristemma mauritianum,established,2,"26,22,23,24,29,25","ANG,BKN,CMN,CAF,CHA,COM,CON,EQG,ETH,GAB,GGI,KEN,MDG,MOZ,NGA,SUD,TAN,ZAM,ZAI,ZIM",",COM-CO","5,2","50,29","QLD,MAU,REU","QLD-QU,MAU-OO,REU-OO","","","",""
Tristerix corymbosus,established,8,85,"AGS,CLC,CLS","",8,85,JNF,JNF-OO,"","","",""
Triteleia laxa,established,7,76,CAL,"",1,10,GRB,GRB-OO,"","","",""
Triticum aestivum,invasive,"4,3","40,34,33","IND,IRN,LBS,PAK,PAL,TCS,TUR,WHM","","5,7,8,2,1,4,6,3","50,71,72,70,81,20,24,12,10,79,26,51,42,21,61,31,14,78,76,73,75,63,74,77,27,83","WAU,NSW,QLD,SOA,TAS,VIC,ABT,BRC,MAN,NBR,NSC,NWT,ONT,PEI,QUE,SAS,YUK,CUB,ALG,ETH,COR,FRA,GRB,GNL,MXE,MXT,MXS,MXC,MXN,MXG,MOZ,5,PHI,PUE,MDR,SCI,KHA,RUC,UKR,ASK,ALA,ARK,ARI,CAL,COL,CNT,WDC,FLA,GEO,HAW,IOW,IDA,ILL,INI,KAN,KTY,LOU,MAS,MRY,MAI,MIC,MIN,MSO,MSI,MNT,NCA,NDA,NEB,NWH,NWJ,NWM,NEV,NWY,OHI,OKL,ORE,PEN,RHO,SCA,SDA,TEN,TEX,UTA,VRG,VER,WAS,WIS,WVA,WYO,TVL,ECU,BOL,NZN,NZS,PER","WAU-WA,NSW-NS,QLD-QU,SOA-OO,TAS-OO,VIC-OO,ABT-OO,BRC-OO,MAN-OO,NBR-OO,NSC-OO,NWT-OO,ONT-OO,PEI-OO,QUE-OO,SAS-OO,YUK-OO,CUB-OO,ALG-OO,ETH-OO,COR-OO,FRA-FR,GRB-OO,GNL-OO,MXE-AG,MXT-CA,MXE-CU,MXT-CI,MXE-CO,MXS-CL,MXC-DF,MXE-DU,MXS-GR,MXE-GU,MXE-HI,MXS-JA,MXC-ME,MXS-MI,MXC-MO,MXS-NA,MXE-NL,MXS-OA,MXC-PU,MXE-QU,MXT-QR,MXN-SI,MXE-SL,MXN-SO,MXT-TB,MXE-TA,MXC-TL,MXG-VC,MXT-YU,MXE-ZA,MOZ-OO,000-05,PHI-OO,PUE-OO,MDR-OO,SCI-OO,KHA-OO,RUC-OO,UKR-UK,ASK-OO,ALA-OO,ARK-OO,ARI-OO,CAL-OO,COL-OO,CNT-OO,WDC-OO,FLA-OO,GEO-OO,HAW-HI,IOW-OO,IDA-OO,ILL-OO,INI-OO,KAN-OO,KTY-OO,LOU-OO,MAS-OO,MRY-OO,MAI-OO,MIC-OO,MIN-OO,MSO-OO,MSI-OO,MNT-OO,NCA-OO,NDA-OO,NEB-OO,NWH-OO,NWJ-OO,NWM-OO,NEV-OO,NWY-OO,OHI-OO,OKL-OO,ORE-OO,PEN-OO,RHO-OO,SCA-OO,SDA-OO,TEN-OO,TEX-OO,UTA-OO,VRG-OO,VER-OO,WAS-OO,WIS-OO,WVA-OO,WYO-OO,TVL-NW,MXN-BC,MXN-BS,ECU-OO,BOL-OO,NZN-OO,NZS-OO,PER-OO",7,"","",""
Triticum aestivum subsp. compactum,established,3,"34,33","LBS,PAL,TCS,TUR","","2,3,5","21,31,51","MDR,KHA,NZN","MDR-OO,KHA-OO,NZN-OO","","","",""
Triticum aestivum subsp. spelta,established,3,33,TCS,"","1,7","12,78","FRA,KTY","FRA-FR,KTY-OO","","","",""
Triticum monococcum,established,"3,1","34,13,14,33","AFG,ALB,BUL,GRC,IRN,IRQ,KRY,LBS,NCS,TCS,TUR,TUE,UKR,YUG",",UKR-UK",2,22,LBR,LBR-OO,"","","",""
Triticum turgidum,established,"2,3","20,34,32,33,36","EGY,IRN,IRQ,KAZ,KGZ,LBS,NCS,PAL,TCS,TUR,TKM,UZB,CHX","","7,1,2","72,71,12,21,75","ONT,SAS,COR,FRA,MDR,CNT,NWY","ONT-OO,SAS-OO,COR-OO,FRA-FR,MDR-OO,CNT-OO,NWY-OO","","","",""
Triticum turgidum subsp. durum,established,2,20,EGY,"","7,3,1","71,34,12,14,73","ABT,MAN,SAS,CYP,FRA,UKR,COL","ABT-OO,MAN-OO,SAS-OO,CYP-OO,FRA-FR,UKR-UK,COL-OO","","","",""
Tritonia crocata,established,2,27,CPP,"","5,1","50,12,51","SOA,VIC,WAU,FRA,5,NZN","SOA-OO,VIC-OO,WAU-WA,FRA-FR,000-05,NZN-OO","","","",""
Tritonia gladiolaris,established,2,27,"CPP,OFS,NAT,LES,TVL","","5,2","50,51,21","NSW,QLD,SOA,TAS,VIC,WAU,NFK,5,CTM,AZO,NZN,NZS","NSW-NS,QLD-QU,SOA-OO,TAS-OO,VIC-OO,WAU-WA,NFK-NI,000-05,CTM-OO,AZO-OO,NZN-OO,NZS-OO","","","",""
Tritonia squalida,established,2,27,CPP,"",5,50,"SOA,VIC","SOA-OO,VIC-OO","","","",""
Triumfetta bogotensis,established,"8,7","85,83,84,80,81,79,82","AGE,AGW,BOL,BZE,BZS,BZL,CLM,COS,CUB,DOM,ECU,ELS,GUA,HAI,HON,JAM,MXC,MXG,MXE,MXT,MXS,NIC,PAN,PAR,PER,TRT,VEN,WIN,BLZ,,LEE",",HAI-HA,WIN-GR,WIN-SV,LEE-VI,BZE-BA,BZE-CE,BZS-PR,BZE-PE,BZL-RJ,BZS-RS,BZL-SP",8,81,"CUB,LEE","CUB-OO,LEE-VI","","","",""
Triumfetta pentandra,established,"4,2,3","40,22,27,23,21,24,25,29,26,35","BAN,BEN,BOT,BKN,CMN,CVI,CAF,CHA,CON,ERI,ETH,GAB,GAM,GHA,GUI,GNB,IND,KEN,MDG,MLW,MLI,MTN,MOZ,NAM,NGR,NGA,TVL,OMA,PAK,SEN,SIE,SOM,SRL,SUD,TAN,TOG,UGA,YEM,ZAM,ZAI,ZIM","","5,7","50,78","NTA,QLD,WAU,FLA","NTA-OO,QLD-QU,WAU-WA,FLA-OO","","","",""
Triumfetta pilosa,established,"4,2,3","40,43,27,36,24,25,41,42,29,26,23","ASS,BAN,BIS,BOT,CPP,CHC,CHS,EHM,ERI,ETH,IND,KEN,NAT,LAO,LSI,MDG,MLW,MLY,MOL,MOZ,MYA,NEP,NWG,TVL,RWA,SOL,SRL,SUD,SUL,SWZ,TAN,THA,UGA,VIE,ZAM,ZAI,ZIM",",ASS-AS,LSI-LS",5,50,QLD,QLD-QU,"","","",""
Triumfetta procumbens,established,"2,6,3,4","29,62,61,60,38,43,41","ALD,CRL,CGS,COO,FIJ,GIL,HBI,LIN,MRN,MRS,MAU,NNS,NRU,NWC,NUE,PHX,PIT,SAM,SCI,SOL,SCS,TOK,TON,TUA,TUB,TUV,VAN,WAL",",SAM-WS","3,2","38,29","4,MAU","000-04,MAU-OO","","","",""
Triumfetta rhomboidea,invasive,"4,2,3,5,8,7","41,26,40,22,27,23,21,36,24,38,25,42,50,35,43,20,29,81,83,84,79,82,85","AND,ANG,ASS,BAN,BEN,BOT,BKN,BUR,CBD,CMN,CPP,CVI,CAF,CHC,CHS,CON,EHM,ERI,ETH,GAB,GAM,GHA,GUI,GNB,GGI,IND,IVO,KZN,KEN,NAT,LAO,LSI,LBR,MLW,MLY,MLI,MOZ,MYA,NAM,NNS,NEP,NCB,NGA,TVL,PAK,PHI,QLD,RWA,SAU,SEN,SIE,SOL,SCS,SRL,SUD,SWZ,TAI,TAN,THA,TOG,UGA,VIE,WHM,YEM,ZAM,ZAI,ZIM,EGY,EQG,MDG,,JAW,JAP,LEE,NLA,WIN,DOM,HAI,PUE,TRT,BOL,BZN,BZE,MXC,BZC,BZL,BZS,CLM,ECU,FRG,GUY,PAR,PER,VEN",",AND-AN,ASS-AS,LSI-LS,QLD-QU,EHM-BH,CHS-FJ,CHS-GD,CHS-GX,CHC-YN,LEE-AB,LEE-BV,WIN-DO,WIN-GR,LEE-GU,WIN-MA,WIN-SL,WIN-SV,LEE-VI,BZN-AC,BZE-AL,BZN-AM,BZE-BA,MXC-DF,BZC-GO,BZC-MT,BZC-MS,BZL-MG,BZE-PB,BZS-PR,BZE-PE,BZL-RJ,BZS-SC,BZL-SP","6,5,8,4,2,7","60,50,84,61,81,62,40,29,42,28,78,63","SAM,NSW,NTA,QLD,BZL,COO,CUB,FIJ,MRN,WHM,MAU,NFK,PHI,MRQ,MLY,STH,SEY,TON,ALA,FLA,HAW,REU,ROD","SAM-AS,NSW-NS,NTA-OO,QLD-QU,BZL-ES,COO-OO,CUB-OO,FIJ-OO,MRN-GU,WHM-HP,MAU-OO,NFK-NI,PHI-OO,MRQ-OO,MLY-SI,STH-OO,SEY-OO,TON-OO,ALA-OO,FLA-OO,HAW-HI,SAM-WS,REU-OO,ROD-OO","2,4,6,5","29,40,63,60,50,61,62,22,43,42","COM,IND,HAW,SAM,QLD,COO,,NWC,NUE,TON,WAL,CRL,NGA,NWG,LSI","COM-MA,,IND-MP,IND-UP,SAM-AS,CRL-MF,NWG-PN,LSI-ET"
Triumfetta rotundifolia,established,4,"40,41","BAN,IND,MYA,PAK,VIE","",2,29,ROD,ROD-OO,"","","",""
Triumfetta semitriloba,invasive,"8,7","85,81,83,84,80,78,82,79","AGE,AGW,BAH,BER,BOL,BZN,BZE,BZS,BZL,BZC,CAY,CLM,COS,CUB,DOM,ELS,FLA,GEO,GUA,GUY,HAI,HON,JAM,LEE,MXC,MXG,MXE,MXN,MXT,MXS,PAN,PAR,PER,PUE,TRT,VEN,WIN,BLZ,,NIC,WDC,ECU,GAL",",HAI-HA,LEE-AB,WIN-BA,LEE-BV,WIN-DO,WIN-GR,LEE-GU,WIN-MA,LEE-MO,WIN-SL,WIN-SV,LEE-VI,BZE-BA,BZC-GO,BZC-MS,BZL-MG,BZS-PR,BZL-RJ,BZL-SP","6,7","61,62,60,78,63","COO,MRN,TON,FLA,GEO,HAW","COO-OO,MRN-GU,MRN-NM,TON-OO,FLA-OO,GEO-OO,HAW-HI","3,6","38,63,62,60","TAI,HAW,CRL,MRN,TON",",CRL-MF,MRN-GU,MRN-NM"
Triumfetta tomentosa,established,2,"26,22,23,24,25,27","ANG,BEN,BUR,CMN,CAF,ETH,GAM,GUI,IVO,KEN,LBR,MLW,MOZ,NAM,NGA,RWA,SIE,SUD,TAN,TOG,UGA,ZAM,ZAI,ZIM","","6,4,2","62,42,29","MRN,MLY,REU","MRN-GU,MLY-SI,REU-OO","","","",""
Trollius europaeus,invasive,"1,3","13,11,14,10,12,30","ALB,AUT,BLT,BLR,BUL,RUC,CZE,DEN,RUE,FIN,FRA,GER,GRB,GRC,HUN,IRE,ITA,RUN,RUW,NOR,POL,ROM,RUS,SPA,SWE,SWI,UKR,WSB,YUG",",AUT-AU,FRA-FR,IRE-IR,ITA-IT,SPA-SP,UKR-UK",7,72,NBR,NBR-OO,7,"","",""
Tropaeolum majus,invasive,8,83,PER,"","5,8,3,2,1,4,7,6,0","50,81,83,85,36,23,20,12,21,13,42,10,79,26,80,51,28,25,76,63,75,78,27,102,33","NSW,QLD,SOA,TAS,VIC,WAU,BER,BOL,CLC,JNF,CHN,CHS,CHC,CHT,ZAI,CLM,ALG,BAL,CNY,SPA,COR,FRA,YUG,2,IRE,ITA,SAR,SIC,MOR,MXE,MXN,MXT,MXC,MXS,MXG,MOZ,NIC,5,CTM,PHI,PUE,MDR,POR,RWA,ASC,STH,TUN,TAN,CAL,HAW,MAS,MRY,NWH,NWY,PEN,RHO,VRG,CPP,NAT,TVL,28,KER,TCS,AZO,ECU,NZN,NZS","NSW-NS,QLD-QU,SOA-OO,TAS-OO,VIC-OO,WAU-WA,BER-OO,BOL-OO,CLC-VA,JNF-OO,CHN-HB,CHS-JS,CHS-FJ,CHS-JX,CHN-SD,CHS-GD,CHS-GX,CHC-SC,CHC-GZ,CHC-YN,CHT-OO,ZAI-OO,CLM-OO,ALG-OO,BAL-OO,CNY-OO,SPA-SP,COR-OO,FRA-FR,YUG-CR,000-02,IRE-IR,ITA-IT,SAR-OO,SIC-SI,FRA-CI,MOR-MO,MXE-AG,000-08,MXT-CI,MXC-DF,MXE-GU,MXE-HI,MXS-JA,MXC-ME,MXS-MI,MXC-MO,MXE-NL,MXS-OA,MXC-PU,MXE-QU,MXE-SL,MXN-SO,MXC-TL,MXG-VC,MXE-ZA,MOZ-OO,NIC-OO,000-05,CTM-OO,PHI-OO,PUE-OO,MDR-OO,POR-OO,RWA-OO,ASC-OO,STH-OO,TUN-OO,TAN-OO,CAL-OO,HAW-HI,MAS-OO,MRY-OO,NWH-OO,NWY-OO,PEN-OO,RHO-OO,VRG-OO,CPP-EC,NAT-OO,TVL-NP,CPP-WC,000-29,KER-OO,TCS-AR,MXN-BC,AZO-OO,ECU-OO,NZN-OO,NZS-OO","6,2,1,5","63,21,13,51,12","HAW,CNY,SIC,,POR",",SIC-MA"
Tropaeolum minus,established,8,83,"ECU,PER","",7,75,MAS,MAS-OO,"","","",""
Tropaeolum pentaphyllum,invasive,8,"85,83,84","AGE,BOL,BZS,BZL,PAR,URU","",5,51,"5,NZN","000-05,NZN-OO",5,51,"",""
Tropaeolum polyphyllum,established,8,85,"AGW,CLC","",1,12,FRA,FRA-FR,"","","",""
Tropaeolum speciosum,invasive,8,85,"CLC,CLS","","1,5","10,51","GRB,IRE,5,CTM,NZN,NZS","GRB-OO,IRE-NI,IRE-IR,000-05,CTM-OO,NZN-OO,NZS-OO",5,51,"",""
Tropidocarpum gracile,established,7,"76,79","CAL,MXN","",7,75,MAS,MAS-OO,"","","",""
Trozelia grandiflora,established,8,83,"ECU,PER","",5,51,"5,NZN","000-05,NZN-OO","","","",""
Tsuga canadensis,established,7,"78,75,74,72","ALA,CNT,GEO,INI,KTY,MAI,MAS,MIC,MIN,NBR,NWH,NWJ,NWY,NCA,NSC,OHI,ONT,PEN,PEI,QUE,RHO,SCA,TEN,VER,VRG,WVA,WIS","","1,7","11,10,74","POL,SWE,MSO","POL-OO,SWE-OO,MSO-OO","","","",""
Tsuga heterophylla,invasive,7,"70,71,76,73","ASK,ABT,BRC,CAL,IDA,MNT,ORE,WAS","",1,"12,10","FRA,GRB,IRE,NOR,SWE","FRA-FR,GRB-OO,IRE-NI,NOR-OO,SWE-OO",1,10,NOR,""
Tsuga mertensiana,established,7,"70,71,76,73","ASK,BRC,CAL,IDA,MNT,NEV,ORE,WAS","",1,10,SWE,SWE-OO,"","","",""
Tuberaria guttata,established,"1,2,3","13,20,12,21,34,11,10","ALB,ALG,BAL,BUL,CNY,COR,CYP,EAI,FRA,GER,GRB,GRC,IRE,ITA,KRI,LBS,LBY,MOR,NET,PAL,POR,SAR,SIC,SPA,TUN,TUR,TUE,YUG",",FRA-FR,IRE-IR,ITA-IT,MOR-MO,SIC-SI,SPA-SP",7,76,CAL,CAL-OO,"","","",""
Tulbaghia violacea,established,2,27,"CPP,NAT","",7,"79,77","MXC,TEX","MXC-DF,MXC-ME,TEX-OO","","","",""
Tulipa agenensis,established,3,34,"CYP,EAI,LBS,PAL,TUR","","1,2","12,13,20","FRA,ITA,SIC,POR,TUN","FRA-FR,ITA-IT,SIC-SI,POR-OO,TUN-OO","","","",""
Tulipa clusiana,established,"3,4","34,40","AFG,IRN,IRQ,PAK,WHM","","1,7","12,13,76","FRA,ITA,POR,CAL","FRA-FR,ITA-IT,POR-OO,CAL-OO","","","",""
Tulipa gesneriana,established,3,34,TUR,"","1,7","11,12,10,14,78,75","SWI,FRA,GRB,BLT,ALA,MAS,NCA,OHI,GER","SWI-OO,FRA-FR,GRB-OO,FRA-CI,BLT-LI,ALA-OO,MAS-OO,NCA-OO,OHI-OO,GER-OO","","","",""
Tulipa greigii,established,3,"34,32","IRN,KAZ,KGZ,TZK,UZB","",1,14,RUC,RUC-OO,"","","",""
Tulipa kaufmanniana,established,3,32,"KAZ,KGZ,TZK,UZB","",1,14,RUC,RUC-OO,"","","",""
Tulipa saxatilis,established,"3,1","34,13","EAI,KRI,TUR","",1,10,GRB,GRB-OO,"","","",""
Tulipa sylvestris,established,"1,2,3","13,20,30,14,12,34,32,33,11,36","ALB,ALG,ALT,BLR,BUL,RUC,RUE,FRA,GRC,IRN,ITA,KAZ,KRY,LBY,MOR,NCS,POR,ROM,SAR,SIC,RUS,SPA,SWI,TCS,TUN,TUR,UKR,WSB,CHX,YUG",",FRA-FR,ITA-IT,MOR-MO,SIC-SI,SPA-SP,UKR-UK","1,7","11,72,14,10,74,75,78","BGM,ONT,CZE,BLT,GRB,NET,NOR,POL,SWE,UKR,ILL,MAS,MRY,MIC,PEN,AUT","BGM-BE,ONT-OO,CZE-CZ,BLT-ES,GRB-OO,BLT-LI,BLT-LA,NET-OO,NOR-OO,POL-OO,SWE-OO,UKR-UK,ILL-OO,MAS-OO,MRY-OO,MIC-OO,PEN-OO,AUT-AU","","","",""
Turgenia latifolia,established,"3,1,2,4","34,13,20,11,14,12,32,33,40,36","AFG,ALB,ALG,AUT,BUL,CYP,CZE,RUE,FRA,GER,GRC,HUN,IRN,IRQ,ITA,KGZ,KRI,KRY,LBS,LBY,MOR,NCS,PAK,PAL,POR,ROM,SIC,RUS,SPA,SWI,TZK,TCS,TUN,TUR,TUE,TKM,UKR,UZB,WHM,CHX,YUG",",AUT-AU,FRA-FR,ITA-IT,MOR-MO,SIC-SI,SPA-SP,UKR-UK","1,3,7","13,31,30,10,14,73,75","BUL,KHA,BRY,SWE,UKR,ORE,PEN,RHO,WAS","BUL-OO,KHA-OO,BRY-OO,SWE-OO,UKR-UK,ORE-OO,PEN-OO,RHO-OO,WAS-OO","","","",""
Turnera subulata,invasive,8,"83,84,82,81","BOL,BZN,BZE,BZS,BZL,BZC,CLM,ECU,FRG,GUY,SUR,VEN,WIN","","2,6,4","23,61,42,40","ZAI,COO,GAB,2,IND,EHM,ASS,WHM,SRL,MLY,PHI","ZAI-OO,COO-OO,GAB-OO,000-02,IND-AP,EHM-AP,ASS-AS,IND-BI,IND-CH,IND-CT,IND-DE,IND-GO,IND-GU,IND-HA,WHM-HP,WHM-JK,IND-JK,IND-KT,IND-KE,IND-MR,ASS-MA,IND-MP,ASS-ME,ASS-MI,ASS-NA,IND-OR,000-09,IND-PU,IND-RA,EHM-SI,IND-TN,ASS-TR,WHM-UT,IND-UP,IND-WB,SRL-OO,MLY-PM,PHI-OO,MLY-SI",4,40,IND,""
Turnera ulmifolia,invasive,"8,7,4","81,80,79,42,78","BAH,BLZ,BER,CAY,CPI,COS,CUB,DOM,ELS,GUA,HAI,HON,JAM,LEE,MXC,MXG,MXE,MXN,MXT,MXS,NLA,NIC,PAN,SWC,TCI,WIN,BOR,,FLA",",HAI-HA,LEE-AG,WIN-BA,BOR-SB,LEE-GU,WIN-MA,LEE-SK","5,4,6,2,8,7","50,42,61,60,29,41,40,81,78,63","NTA,QLD,WAU,CKI,COO,XMS,FIJ,CGS,2,3,IND,EHM,ASS,WHM,SRL,MDG,MAU,MLY,NWC,PHI,PUE,FLA,HAW,LEE","NTA-OO,QLD-QU,WAU-WA,CKI-OO,COO-OO,XMS-OO,FIJ-OO,CGS-OO,000-02,000-03,IND-AP,EHM-AP,ASS-AS,IND-BI,IND-CH,IND-CT,IND-DE,IND-GO,IND-GU,IND-HA,WHM-HP,WHM-JK,IND-JK,IND-KT,IND-KE,IND-MR,ASS-MA,IND-MP,ASS-ME,ASS-MI,ASS-NA,IND-OR,000-09,IND-PU,IND-RA,EHM-SI,IND-TN,ASS-TR,WHM-UT,IND-UP,IND-WB,SRL-OO,MDG-OO,MAU-OO,MLY-PM,NWC-OO,PHI-OO,PUE-OO,MLY-SI,FLA-OO,HAW-HI,LEE-VI,LEE-BV","2,8,4,6,5","29,80,40,41,42,81,63,50,62,60,61,83,85,22","SEY,CGS,CPI,IND,,MLY,LEE,PUE,HAW,NTA,QLD,WAU,XMS,CRL,FIJ,LIN,MRS,NRU,NWC,WAL,EAS,GAL,PAR,IVO",",CPI-CO,IND-GU,MLY-SI,LEE-BV,LEE-VI,CRL-MF,LIN-KI,CRL-PA"
Turpinia occidentalis,established,"8,7","80,83,84,81,79,82","BLZ,BOL,BZN,BZC,CLM,COS,DOM,ECU,ELS,GUA,HAI,HON,JAM,LEE,MXC,MXG,MXE,MXT,MXS,NIC,PAN,PER,PUE,VEN,WIN",",HAI-HA",8,80,NIC,NIC-OO,"","","",""
Turritis glabra,established,"3,7,1,2,4","34,70,13,71,20,30,76,11,14,36,73,75,78,10,12,74,32,25,38,37,40,72,77,33,23","AFG,ASK,ALB,ABT,ALG,ALT,ARI,AUT,BLT,BLR,BGM,BRC,BUL,BRY,CAL,RUC,CHN,CHS,CTA,COL,CNT,CYP,CZE,DEL,DEN,RUE,FIN,FRA,GER,GRB,GRC,HUN,IDA,ILL,INI,IOW,IRN,IRK,ITA,KAZ,KTY,KEN,KGZ,KOR,KRA,KRY,MAI,CHM,MAN,MRY,MAS,MIC,MIN,MSO,,MON,MNT,MOR,NEB,NEP,NET,NEV,NBR,NWH,NWJ,NWM,NWY,NCA,NCS,NDA,RUN,RUW,NWT,NOR,OHI,ONT,ORE,PAK,PEN,POL,POR,QUE,ROM,RWA,SAS,SIC,SDA,RUS,SPA,SWE,SWI,TZK,TAN,TEN,TCS,TUR,TUE,TKM,UGA,UKR,UTA,UZB,VRG,WAS,WHM,WSB,WVA,WIS,WYO,CHX,YUG,YUK,ZAI",",AUT-AU,BGM-BE,FRA-FR,ITA-IT,MOR-MO,SIC-SI,SPA-SP,UKR-UK","5,4,2,3","50,40,27,31,37","NSW,VIC,WHM,LES,KHA,CPP,NAT,TVL,MON","NSW-NS,VIC-OO,WHM-HP,LES-OO,KHA-OO,CPP-EC,NAT-OO,TVL-NP,TVL-MP,MON-OO","","","",""
